timestamp,id,action
2024-02-02 15:17:29.348268,4,entered_valid_credentials
2024-02-02 15:17:34.538364,4,entered_valid_totp
2024-02-02 21:55:25.443562,7,entered_valid_credentials
2024-02-02 21:56:34.595141,7,entered_valid_credentials
2024-02-02 21:56:44.125870,7,entered_valid_totp
2024-02-02 22:49:57.904652,3,entered_valid_credentials
2024-02-02 22:50:03.368167,3,entered_valid_totp
2024-02-03 07:59:55.107163,6,entered_valid_credentials
2024-02-03 08:00:06.069049,6,entered_valid_totp
2024-02-03 08:48:09.018949,3,entered_valid_credentials
2024-02-03 08:48:13.889637,3,entered_valid_totp
2024-02-03 11:04:23.423029,5,entered_valid_credentials
2024-02-03 11:04:50.621308,5,entered_valid_totp
2024-02-03 11:10:44.970080,5,entered_valid_credentials
2024-02-03 11:54:49.811358,9,entered_valid_credentials
2024-02-03 11:57:17.531856,9,entered_valid_totp
2024-02-03 13:57:54.080591,8,entered_valid_credentials
2024-02-03 13:58:37.245325,8,entered_valid_credentials
2024-02-03 13:58:48.171912,8,entered_valid_totp
2024-02-03 14:03:39.096388,7,entered_valid_credentials
2024-02-03 14:09:20.405515,7,entered_valid_credentials
2024-02-03 14:09:25.099190,7,entered_valid_totp
2024-02-03 18:30:51.835086,10,entered_valid_credentials
2024-02-03 18:34:23.601246,10,entered_valid_credentials
2024-02-03 18:34:33.326969,10,entered_valid_totp
2024-02-04 09:07:06.013876,10,entered_valid_credentials
2024-02-04 09:07:16.911335,10,entered_valid_totp
2024-02-04 09:09:56.013007,8,entered_valid_credentials
2024-02-04 09:10:04.532794,8,entered_valid_totp
2024-02-04 16:33:44.808059,6,entered_valid_credentials
2024-02-04 16:33:56.339279,6,entered_valid_totp
2024-02-04 22:05:51.528604,9,entered_valid_credentials
2024-02-04 22:06:18.696977,9,entered_valid_totp
2024-02-05 07:52:22.490239,9,entered_valid_credentials
2024-02-05 07:52:42.074865,9,entered_valid_totp
2024-02-05 08:52:37.595888,8,entered_valid_credentials
2024-02-05 08:52:41.693120,8,entered_valid_totp
2024-02-05 08:56:24.802427,10,entered_valid_credentials
2024-02-05 08:58:18.446719,10,entered_valid_credentials
2024-02-05 08:59:26.243834,10,entered_valid_credentials
2024-02-05 09:00:53.645116,10,entered_valid_credentials
2024-02-05 09:00:59.763001,10,entered_valid_totp
2024-02-05 14:00:54.331348,7,entered_valid_credentials
2024-02-05 14:02:43.067229,7,entered_valid_credentials
2024-02-05 14:02:47.821107,7,entered_valid_totp
2024-02-05 22:47:24.924730,7,entered_valid_credentials
2024-02-05 22:47:53.643803,7,entered_valid_credentials
2024-02-05 22:47:58.336098,7,entered_valid_totp
2024-02-06 07:52:43.572106,10,entered_valid_credentials
2024-02-06 07:54:53.406066,10,entered_valid_credentials
2024-02-06 07:58:33.358064,10,entered_valid_credentials
2024-02-06 07:58:39.878603,10,entered_valid_totp
2024-02-06 08:18:06.093841,9,entered_valid_credentials
2024-02-06 08:18:27.645050,9,entered_valid_totp
2024-02-06 08:21:52.004384,11,entered_valid_credentials
2024-02-06 08:22:51.713451,11,entered_valid_credentials
2024-02-06 08:23:03.026881,11,entered_valid_totp
2024-02-06 08:57:15.385059,8,entered_valid_credentials
2024-02-06 08:57:44.247565,8,entered_valid_credentials
2024-02-06 08:58:32.826400,8,entered_valid_credentials
2024-02-06 08:59:12.111772,8,entered_valid_credentials
2024-02-06 09:00:08.137665,8,entered_valid_credentials
2024-02-06 09:00:53.852420,8,entered_valid_credentials
2024-02-06 09:01:53.393939,8,entered_valid_credentials
2024-02-06 09:02:01.592546,8,entered_valid_totp
2024-02-06 16:26:45.996907,7,entered_valid_credentials
2024-02-06 16:26:50.611945,7,entered_valid_totp
2024-02-07 09:07:23.190359,10,entered_valid_credentials
2024-02-07 09:08:08.282602,10,entered_valid_credentials
2024-02-07 09:08:12.827140,10,entered_valid_totp
2024-02-07 09:09:38.532346,11,entered_valid_credentials
2024-02-07 09:10:53.919108,11,entered_valid_credentials
2024-02-07 09:11:00.441175,11,entered_valid_totp
2024-02-07 09:15:55.918541,11,entered_valid_credentials
2024-02-07 09:40:04.551894,9,entered_valid_credentials
2024-02-07 09:40:15.477959,9,entered_valid_totp
2024-02-07 13:04:44.145106,8,entered_valid_credentials
2024-02-07 13:05:22.074360,8,entered_valid_credentials
2024-02-07 13:05:26.647732,8,entered_valid_totp
2024-02-07 13:07:31.244947,8,entered_valid_credentials
2024-02-08 08:09:08.275171,10,entered_valid_credentials
2024-02-08 08:10:14.968171,10,entered_valid_credentials
2024-02-08 08:10:18.593639,10,entered_valid_totp
2024-02-08 11:25:08.057736,11,entered_valid_credentials
2024-02-08 11:25:13.203679,11,entered_valid_totp
2024-02-09 07:45:40.764760,10,entered_valid_credentials
2024-02-09 07:46:56.505477,10,entered_valid_credentials
2024-02-09 07:47:00.937699,10,entered_valid_totp
2024-02-09 09:10:22.105515,9,entered_valid_credentials
2024-02-09 09:10:49.001562,9,entered_valid_totp
2024-02-09 09:23:27.709391,11,entered_valid_credentials
2024-02-09 09:23:44.060145,11,entered_valid_totp
2024-02-10 12:27:28.816285,11,entered_valid_credentials
2024-02-10 12:27:54.605789,11,entered_valid_credentials
2024-02-10 12:28:22.164956,11,entered_valid_credentials
2024-02-10 12:30:08.955230,11,entered_valid_credentials
2024-02-10 12:30:26.148678,11,entered_valid_totp
2024-02-11 13:55:12.287379,2,entered_valid_credentials
2024-02-11 21:05:42.146630,11,entered_valid_credentials
2024-02-11 21:05:47.152703,11,entered_valid_totp
