timestamp,id,action,group,date
2024-02-03 08:48:13.889637,3,entered_valid_totp,19,2024-02-03
2024-01-28 22:12:13.745843,4,entered_valid_credentials,20,2024-01-28
2024-01-28 22:12:21.874555,4,entered_valid_totp,20,2024-01-28
2024-01-29 09:40:32.784295,4,entered_valid_credentials,21,2024-01-29
2024-01-29 09:40:54.477787,4,entered_valid_totp,21,2024-01-29
2024-01-30 09:15:26.421553,4,entered_valid_credentials,22,2024-01-30
2024-01-30 09:15:32.206593,4,entered_valid_totp,22,2024-01-30
2024-01-31 10:00:38.649620,4,entered_valid_credentials,23,2024-01-31
2024-01-31 10:00:45.753064,4,entered_valid_totp,23,2024-01-31
2024-02-01 09:13:43.128420,4,entered_valid_credentials,24,2024-02-01
2024-02-01 09:14:21.688156,4,entered_valid_credentials,24,2024-02-01
2024-02-01 09:14:28.152464,4,entered_valid_totp,24,2024-02-01
2024-02-02 15:17:29.348268,4,entered_valid_credentials,25,2024-02-02
2024-02-02 15:17:34.538364,4,entered_valid_totp,25,2024-02-02
2024-01-29 10:04:17.002359,5,entered_valid_credentials,26,2024-01-29
2024-01-29 10:05:20.836292,5,entered_valid_totp,26,2024-01-29
2024-01-30 07:45:07.976136,5,entered_valid_credentials,27,2024-01-30
2024-01-30 07:45:48.230371,5,entered_valid_totp,27,2024-01-30
2024-01-31 12:06:21.757260,5,entered_valid_credentials,28,2024-01-31
2024-01-31 12:06:52.553136,5,entered_valid_totp,28,2024-01-31
2024-02-01 16:58:09.098752,5,entered_valid_credentials,29,2024-02-01
2024-02-01 17:00:07.005081,5,entered_valid_totp,29,2024-02-01
2024-02-02 11:11:16.121556,5,entered_valid_credentials,30,2024-02-02
2024-02-02 11:12:11.440562,5,entered_invalid_totp,30,2024-02-02
2024-02-02 11:12:49.003491,5,entered_valid_totp,30,2024-02-02
2024-02-03 11:04:23.423029,5,entered_valid_credentials,31,2024-02-03
2024-02-03 11:04:50.621308,5,entered_valid_totp,31,2024-02-03
2024-02-03 11:10:44.970080,5,entered_valid_credentials,31,2024-02-03
2024-01-30 16:20:30.239821,6,entered_valid_credentials,32,2024-01-30
2024-01-30 16:21:20.379184,6,entered_valid_totp,32,2024-01-30
2024-01-31 18:45:24.011613,6,entered_valid_credentials,33,2024-01-31
2024-01-31 18:45:32.496899,6,entered_valid_totp,33,2024-01-31
2024-02-01 16:39:01.926849,6,entered_valid_credentials,34,2024-02-01
2024-02-01 16:39:12.448315,6,entered_valid_totp,34,2024-02-01
2024-02-02 15:01:00.733626,6,entered_valid_credentials,35,2024-02-02
2024-02-02 15:01:09.341137,6,entered_valid_totp,35,2024-02-02
2024-02-03 07:59:55.107163,6,entered_valid_credentials,36,2024-02-03
2024-02-03 08:00:06.069049,6,entered_valid_totp,36,2024-02-03
2024-02-04 16:33:44.808059,6,entered_valid_credentials,37,2024-02-04
2024-02-04 16:33:56.339279,6,entered_valid_totp,37,2024-02-04
2024-02-01 17:18:19.139321,7,entered_valid_credentials,38,2024-02-01
2024-02-01 17:18:27.860339,7,entered_valid_totp,38,2024-02-01
2024-02-02 21:55:25.443562,7,entered_valid_credentials,39,2024-02-02
2024-02-02 21:56:34.595141,7,entered_valid_credentials,39,2024-02-02
2024-02-02 21:56:44.125870,7,entered_valid_totp,39,2024-02-02
2024-02-03 14:03:39.096388,7,entered_valid_credentials,40,2024-02-03
2024-02-03 14:09:20.405515,7,entered_valid_credentials,40,2024-02-03
2024-02-03 14:09:25.099190,7,entered_valid_totp,40,2024-02-03
2024-02-05 14:00:54.331348,7,entered_valid_credentials,41,2024-02-05
2024-02-05 14:02:43.067229,7,entered_valid_credentials,41,2024-02-05
2024-02-05 14:02:47.821107,7,entered_valid_totp,41,2024-02-05
2024-02-05 22:47:24.924730,7,entered_valid_credentials,42,2024-02-05
2024-02-05 22:47:53.643803,7,entered_valid_credentials,42,2024-02-05
2024-02-05 22:47:58.336098,7,entered_valid_totp,42,2024-02-05
2024-02-06 16:26:45.996907,7,entered_valid_credentials,43,2024-02-06
2024-02-06 16:26:50.611945,7,entered_valid_totp,43,2024-02-06
2024-02-02 07:04:46.061369,8,entered_valid_credentials,44,2024-02-02
2024-02-02 07:04:51.093414,8,entered_valid_totp,44,2024-02-02
2024-02-03 13:57:54.080591,8,entered_valid_credentials,45,2024-02-03
2024-02-03 13:58:37.245325,8,entered_valid_credentials,45,2024-02-03
2024-02-03 13:58:48.171912,8,entered_valid_totp,45,2024-02-03
2024-02-04 09:09:56.013007,8,entered_valid_credentials,46,2024-02-04
2024-02-04 09:10:04.532794,8,entered_valid_totp,46,2024-02-04
2024-02-05 08:52:37.595888,8,entered_valid_credentials,47,2024-02-05
2024-02-05 08:52:41.693120,8,entered_valid_totp,47,2024-02-05
2024-02-06 08:57:15.385059,8,entered_valid_credentials,48,2024-02-06
2024-02-06 08:57:44.247565,8,entered_valid_credentials,48,2024-02-06
2024-02-06 08:58:32.826400,8,entered_valid_credentials,48,2024-02-06
2024-02-06 08:59:12.111772,8,entered_valid_credentials,48,2024-02-06
2024-02-06 09:00:08.137665,8,entered_valid_credentials,48,2024-02-06
2024-02-06 09:00:53.852420,8,entered_valid_credentials,48,2024-02-06
2024-02-06 09:01:53.393939,8,entered_valid_credentials,48,2024-02-06
2024-02-06 09:02:01.592546,8,entered_valid_totp,48,2024-02-06
2024-02-07 13:04:44.145106,8,entered_valid_credentials,49,2024-02-07
2024-02-07 13:05:22.074360,8,entered_valid_credentials,49,2024-02-07
2024-02-07 13:05:26.647732,8,entered_valid_totp,49,2024-02-07
2024-02-07 13:07:31.244947,8,entered_valid_credentials,49,2024-02-07
2024-02-02 07:06:58.190509,9,entered_valid_credentials,50,2024-02-02
2024-02-02 07:07:47.416544,9,entered_valid_totp,50,2024-02-02
2024-02-03 11:54:49.811358,9,entered_valid_credentials,51,2024-02-03
2024-02-03 11:57:17.531856,9,entered_valid_totp,51,2024-02-03
2024-02-04 22:05:51.528604,9,entered_valid_credentials,52,2024-02-04
2024-02-04 22:06:18.696977,9,entered_valid_totp,52,2024-02-04
2024-02-05 07:52:22.490239,9,entered_valid_credentials,53,2024-02-05
2024-02-05 07:52:42.074865,9,entered_valid_totp,53,2024-02-05
2024-02-06 08:18:06.093841,9,entered_valid_credentials,54,2024-02-06
2024-02-06 08:18:27.645050,9,entered_valid_totp,54,2024-02-06
2024-02-07 09:40:04.551894,9,entered_valid_credentials,55,2024-02-07
2024-02-07 09:40:15.477959,9,entered_valid_totp,55,2024-02-07
2024-02-03 18:30:51.835086,10,entered_valid_credentials,57,2024-02-03
2024-02-03 18:34:23.601246,10,entered_valid_credentials,57,2024-02-03
2024-02-03 18:34:33.326969,10,entered_valid_totp,57,2024-02-03
2024-02-04 09:07:06.013876,10,entered_valid_credentials,58,2024-02-04
2024-02-04 09:07:16.911335,10,entered_valid_totp,58,2024-02-04
2024-02-05 08:56:24.802427,10,entered_valid_credentials,59,2024-02-05
2024-02-05 08:58:18.446719,10,entered_valid_credentials,59,2024-02-05
2024-02-05 08:59:26.243834,10,entered_valid_credentials,59,2024-02-05
2024-02-05 09:00:53.645116,10,entered_valid_credentials,59,2024-02-05
2024-02-05 09:00:59.763001,10,entered_valid_totp,59,2024-02-05
2024-02-06 07:52:43.572106,10,entered_valid_credentials,60,2024-02-06
2024-02-06 07:54:53.406066,10,entered_valid_credentials,60,2024-02-06
2024-02-06 07:58:33.358064,10,entered_valid_credentials,60,2024-02-06
2024-02-06 07:58:39.878603,10,entered_valid_totp,60,2024-02-06
2024-02-07 09:07:23.190359,10,entered_valid_credentials,61,2024-02-07
2024-02-07 09:08:08.282602,10,entered_valid_credentials,61,2024-02-07
2024-02-07 09:08:12.827140,10,entered_valid_totp,61,2024-02-07
2024-02-08 08:09:08.275171,10,entered_valid_credentials,62,2024-02-08
2024-02-08 08:10:14.968171,10,entered_valid_credentials,62,2024-02-08
2024-02-08 08:10:18.593639,10,entered_valid_totp,62,2024-02-08
2024-02-06 08:21:52.004384,11,entered_valid_credentials,64,2024-02-06
2024-02-06 08:22:51.713451,11,entered_valid_credentials,64,2024-02-06
2024-02-06 08:23:03.026881,11,entered_valid_totp,64,2024-02-06
2024-02-07 09:09:38.532346,11,entered_valid_credentials,65,2024-02-07
2024-02-07 09:10:53.919108,11,entered_valid_credentials,65,2024-02-07
2024-02-07 09:11:00.441175,11,entered_valid_totp,65,2024-02-07
2024-02-07 09:15:55.918541,11,entered_valid_credentials,65,2024-02-07
2024-02-08 11:25:08.057736,11,entered_valid_credentials,66,2024-02-08
2024-02-08 11:25:13.203679,11,entered_valid_totp,66,2024-02-08
2024-02-09 09:23:27.709391,11,entered_valid_credentials,67,2024-02-09
2024-02-09 09:23:44.060145,11,entered_valid_totp,67,2024-02-09
2024-02-10 12:27:28.816285,11,entered_valid_credentials,68,2024-02-10
2024-02-10 12:27:54.605789,11,entered_valid_credentials,68,2024-02-10
2024-02-10 12:28:22.164956,11,entered_valid_credentials,68,2024-02-10
2024-02-10 12:30:08.955230,11,entered_valid_credentials,68,2024-02-10
2024-02-10 12:30:26.148678,11,entered_valid_totp,68,2024-02-10
2024-02-11 21:05:42.146630,11,entered_valid_credentials,69,2024-02-11
2024-02-11 21:05:47.152703,11,entered_valid_totp,69,2024-02-11
